price,timestamp,block_number,feed,time_delta,price_delta
95379.0,2025-01-08 06:54:43,12538519,Eoracle,3282.0,-1.0096745428006315
95682.72787909,2025-01-08 08:18:48,12540056,Redstone,5269.0,0.42199737879391463
95570.90752,2025-01-08 11:14:29,12543225,Redstone,10541.0,-0.11686577250525909
95588.945235,2025-01-08 11:20:28,12543332,Redstone,359.0,0.018873646246619913
95100.18691751,2025-01-08 11:33:38,12543571,Redstone,790.0,-0.5113125961254461
95089.12325601,2025-01-08 11:34:08,12543581,Chainlink,17848.0,-0.5664596258889598
94611.06936652,2025-01-08 11:38:49,12543667,Redstone,311.0,-0.5143181804829311
94588.74071648,2025-01-08 11:40:09,12543692,Chainlink,361.0,-0.5262247903819905
95044.56,2025-01-08 12:00:01,12544081,Eoracle,18318.0,-0.3506432233510548
95070.76266762,2025-01-08 12:05:30,12544175,Redstone,1601.0,0.48587686850802836
95084.19566023,2025-01-08 12:05:39,12544178,Chainlink,1530.0,0.5237990695267758
95577.36183,2025-01-08 14:35:16,12547019,Redstone,8986.0,0.5328653606694322
95599.362555,2025-01-08 14:36:07,12547036,Chainlink,9028.0,0.5418007600451968
95093.76295773,2025-01-08 14:39:50,12547108,Redstone,274.0,-0.5059763766342096
95101.6736573,2025-01-08 14:40:08,12547114,Chainlink,241.0,-0.5205985525412626
95590.04042602,2025-01-08 15:03:47,12547568,Redstone,1437.0,0.521882248482064
95635.729,2025-01-08 15:04:25,12547580,Chainlink,1457.0,0.5615625069065322
95195.17,2025-01-08 15:13:38,12547754,Redstone,591.0,-0.41308741398179416
95150.13,2025-01-08 15:14:28,12547769,Chainlink,603.0,-0.5077589778188507
94683.9663349,2025-01-08 15:23:08,12547936,Redstone,570.0,-0.5370058849624382
94619.97706,2025-01-08 15:29:58,12548068,Chainlink,930.0,-0.5571752135283492
95135.79177105,2025-01-08 15:53:30,12548508,Chainlink,1412.0,0.545143559613126
95165.53243249,2025-01-08 15:57:38,12548588,Redstone,2070.0,0.5086036382196735
94989.04500000001,2025-01-08 16:26:17,12549143,Api3,86218.0,-2.8801016985100403
94666.7055804,2025-01-08 16:43:58,12549439,Redstone,2780.0,-0.5241675629187093
94654.4903687,2025-01-08 16:44:59,12549458,Chainlink,3089.0,-0.5059099140187762
94295.87207528,2025-01-08 17:03:56,12549817,Redstone,1198.0,-0.3917253725546077
94147.95613828,2025-01-08 17:08:06,12549902,Chainlink,1387.0,-0.535140201428308
94089.16,2025-01-08 17:11:18,12549963,Eoracle,18677.0,-1.0052127128580501
93811.07863558,2025-01-08 17:13:47,12550011,Redstone,591.0,-0.5141194720729381
93669.79492534,2025-01-08 17:22:06,12550174,Chainlink,840.0,-0.5078827332562597
93477.713952,2025-01-08 17:23:57,12550210,Redstone,610.0,-0.3553574784860736
93189.72323,2025-01-08 17:26:02,12550251,Chainlink,236.0,-0.5125149422208541
93115.54000000001,2025-01-08 17:27:26,12550279,Eoracle,968.0,-1.0347844533844186
93013.88914306,2025-01-08 17:28:08,12550293,Redstone,251.0,-0.4961875823986994
92695.82568,2025-01-08 17:31:02,12550350,Chainlink,300.0,-0.5299914334770839
92627.46019,2025-01-08 17:31:26,12550358,Redstone,198.0,-0.4154529572090726
93052.51803512,2025-01-08 17:32:57,12550388,Redstone,91.0,0.4588896686232191
93233.72330149,2025-01-08 17:38:34,12550497,Chainlink,452.0,0.5802824642254123
93480.52909286,2025-01-08 17:43:07,12550581,Redstone,610.0,0.45996719570604583
93744.63744695,2025-01-08 17:57:34,12550848,Chainlink,1140.0,0.5479928585581106
93893.0,2025-01-08 18:00:01,12550895,Eoracle,1955.0,0.8349411924153394
93985.89765,2025-01-08 18:00:47,12550910,Redstone,1060.0,0.5406137107311304
94250.623,2025-01-08 18:05:33,12551001,Chainlink,479.0,0.539748797189965
94372.47789206,2025-01-08 18:18:51,12551254,Redstone,1084.0,0.41131728453518424
94764.46714524,2025-01-08 18:26:39,12551401,Redstone,468.0,0.4153639513718721
94790.42262056,2025-01-08 18:27:06,12551410,Chainlink,1293.0,0.5727279071248148
94290.24538945,2025-01-08 18:43:27,12551702,Redstone,1008.0,-0.5004214871626833
94312.62261,2025-01-08 18:43:36,12551705,Chainlink,990.0,-0.5040593736696297
93795.0,2025-01-08 18:53:28,12551887,Redstone,601.0,-0.5252350202340383
93839.714885,2025-01-08 18:54:06,12551899,Chainlink,630.0,-0.5014256967018849
94248.23056185,2025-01-08 19:05:01,12552085,Redstone,693.0,0.48321398992483555
94329.83073616,2025-01-08 19:05:35,12552096,Chainlink,689.0,0.5222904308273435
93888.52499,2025-01-08 20:09:38,12553238,Redstone,3877.0,-0.38165763930595453
93834.88043769,2025-01-08 20:11:37,12553277,Chainlink,3962.0,-0.5247017773777007
94308.0947751,2025-01-08 21:37:10,12554755,Chainlink,5133.0,0.5043053661950792
94276.29316242,2025-01-08 21:40:46,12554817,Redstone,5468.0,0.41300912168051873
94769.72694,2025-01-08 22:35:38,12555767,Redstone,3292.0,0.5233911527788848
94785.17961601,2025-01-08 22:36:42,12555788,Chainlink,3572.0,0.505878993789155
94846.9114380964,2025-01-08 22:38:31,12555820,Eoracle,16710.0,1.0159558626270382
94961.99949317273,2025-01-09 00:00:01,12557167,Eoracle,4890.0,0.12134085689383678
94163.4711304,2025-01-09 02:07:40,12559379,Redstone,12722.0,-0.6397146316395208
94089.94267371,2025-01-09 02:08:08,12559389,Chainlink,12686.0,-0.7334869703433777
93990.41,2025-01-09 02:10:33,12559437,Eoracle,7832.0,-1.0231350417622354
93679.14014119,2025-01-09 02:11:39,12559459,Redstone,239.0,-0.5143512483086754
93599.5331213,2025-01-09 02:13:09,12559491,Chainlink,301.0,-0.5212135733897338
94078.45499083,2025-01-09 02:14:38,12559518,Redstone,179.0,0.4262580218372669
94121.62969505,2025-01-09 02:15:39,12559538,Chainlink,150.0,0.5577982670847081
94508.14869944,2025-01-09 02:41:28,12560005,Redstone,1610.0,0.45673975901485697
94613.73895,2025-01-09 02:43:39,12560042,Chainlink,1680.0,0.5228439589756606
94123.99403,2025-01-09 03:32:40,12560883,Chainlink,2941.0,-0.517625585285042
94075.5701028,2025-01-09 03:37:31,12560958,Redstone,3363.0,-0.45771566007044573
94375.3998207494,2025-01-09 06:00:00,12563421,Eoracle,13767.0,0.40960542756371954
93648.12237428,2025-01-09 07:29:46,12565005,Redstone,13935.0,-0.4543663440496948
93652.55354749,2025-01-09 07:32:18,12565055,Chainlink,14378.0,-0.5008717355956538
93419.64838760918,2025-01-09 07:52:19,12565415,Eoracle,6739.0,-1.0127124599795256
93158.95888093,2025-01-09 07:56:16,12565491,Redstone,1590.0,-0.5223420191971195
93168.47666114,2025-01-09 07:58:44,12565540,Chainlink,1586.0,-0.5168859449246388
93536.235024,2025-01-09 11:20:30,12569370,Redstone,12254.0,0.40498106419608604
93640.71012282,2025-01-09 11:21:55,12569398,Chainlink,12191.0,0.5068597004087128
93408.68000000001,2025-01-09 12:00:01,12570102,Eoracle,14862.0,-0.01174098575458249
93127.83725216,2025-01-09 12:45:27,12570956,Redstone,5097.0,-0.43661985297485106
93129.50450878,2025-01-09 12:46:57,12570985,Chainlink,5102.0,-0.5459224020936015
92626.387,2025-01-09 13:23:28,12571665,Chainlink,2191.0,-0.5402342806758553
92657.8648953,2025-01-09 13:23:28,12571665,Redstone,2281.0,-0.5046529273384337
92421.1937267217,2025-01-09 13:37:23,12571927,Eoracle,5842.0,-1.0571675708063832
92097.756379,2025-01-09 13:38:26,12571950,Redstone,898.0,-0.6044910671456738
92067.50161519,2025-01-09 13:38:56,12571960,Chainlink,928.0,-0.6033759956652451
92555.63408908,2025-01-09 14:17:58,12572702,Chainlink,2342.0,0.5301897687310264
92037.98222,2025-01-09 14:42:56,12573182,Chainlink,1498.0,-0.5592872591438258
92430.28469,2025-01-09 14:57:21,12573446,Redstone,4735.0,0.3610601648443845
92502.22718687,2025-01-09 14:57:57,12573458,Chainlink,901.0,0.5044058503589355
92953.25408051,2025-01-09 15:15:59,12573785,Redstone,1118.0,0.5657987447122759
92971.83592631,2025-01-09 15:16:02,12573786,Chainlink,1085.0,0.5076729001252112
93302.66065288,2025-01-09 15:27:46,12574006,Redstone,707.0,0.37589493323963996
93367.5680527219,2025-01-09 15:29:33,12574041,Eoracle,6730.0,1.0239797689678198
93512.13718311,2025-01-09 15:32:03,12574089,Chainlink,961.0,0.5811450870220947
93410.60002218,2025-01-09 15:32:48,12574103,Redstone,302.0,0.11568734325977381
93984.72843152,2025-01-09 15:48:58,12574406,Redstone,970.0,0.6146287564833708
94045.05976398,2025-01-09 15:50:01,12574426,Chainlink,1078.0,0.5698966967533359
