timestamp,open,high,low,close,volume
2025-01-22 03:08:00,3340.01,3340.01,3340.01,3340.01,0.06541307
2025-01-22 03:09:00,3340.01,3340.01,3340.0,3340.0,2.31385055
2025-01-22 03:10:00,3340.0,3340.01,3340.0,3340.01,5.37515177
2025-01-22 03:11:00,3340.01,3340.06,3340.01,3340.06,2.79628904
2025-01-22 03:12:00,3340.01,3340.01,3340.01,3340.01,0.07754103
2025-01-22 03:13:00,3340.0,3340.0,3338.99,3338.99,23.18368848
2025-01-22 03:14:00,3338.12,3338.12,3336.97,3336.97,1.62824231
2025-01-22 03:15:00,3336.41,3336.42,3336.41,3336.42,0.17775994
2025-01-22 03:16:00,3335.97,3336.15,3335.0,3335.0,0.69909088
2025-01-22 03:17:00,3335.0,3335.26,3334.74,3335.26,4.21728565
2025-01-22 03:18:00,3335.26,3336.08,3335.26,3336.08,4.35105409
2025-01-22 03:19:00,3336.99,3339.39,3336.99,3339.38,1.80302039
2025-01-22 03:20:00,3339.39,3341.21,3339.39,3341.21,3.62018058
2025-01-22 03:21:00,3341.21,3341.96,3341.2,3341.96,2.65772666
2025-01-22 03:22:00,3341.96,3341.98,3341.96,3341.98,1.58064779
2025-01-22 03:23:00,3341.99,3342.01,3341.63,3342.01,0.48089316
2025-01-22 03:24:00,3342.0,3342.0,3341.21,3341.21,0.12516501
2025-01-22 03:25:00,3341.21,3341.21,3338.38,3338.79,4.98266241
2025-01-22 03:26:00,3338.25,3339.04,3338.25,3338.55,1.65923342
2025-01-22 03:27:00,3338.28,3338.28,3338.28,3338.28,0.120619
2025-01-22 03:28:00,3338.55,3338.82,3338.55,3338.82,2.69540774
2025-01-22 03:29:00,3341.21,3342.4,3341.21,3342.4,4.26159499
2025-01-22 03:30:00,3342.39,3344.77,3342.39,3344.66,3.97467768
2025-01-22 03:31:00,3344.67,3344.67,3343.32,3343.32,1.09123937
2025-01-22 03:32:00,3342.4,3342.4,3342.18,3342.18,3.14899659
2025-01-22 03:33:00,3342.19,3342.98,3341.39,3341.49,5.13653053
2025-01-22 03:34:00,3341.2,3342.34,3341.2,3342.34,1.97630966
2025-01-22 03:35:00,3340.7,3340.7,3339.21,3339.21,3.24989394
2025-01-22 03:36:00,3339.5,3339.5,3339.5,3339.5,0.02816583
2025-01-22 03:37:00,3338.24,3338.24,3338.06,3338.06,0.08099974
2025-01-22 03:38:00,3337.68,3337.69,3337.68,3337.69,0.00711133
2025-01-22 03:39:00,3337.69,3341.25,3337.69,3341.24,5.21135516
2025-01-22 03:40:00,3341.24,3341.25,3341.24,3341.24,0.19075807
2025-01-22 03:41:00,3341.25,3341.25,3341.24,3341.24,2.1072476
2025-01-22 03:42:00,3341.25,3341.25,3340.63,3340.63,0.05835736
2025-01-22 03:43:00,3338.69,3338.69,3338.69,3338.69,0.37164598
2025-01-22 03:44:00,3338.4,3338.4,3338.4,3338.4,0.01432958
2025-01-22 03:45:00,3338.68,3338.69,3335.55,3335.55,22.51953152
2025-01-22 03:46:00,3336.0,3336.54,3333.86,3333.86,1.76301919
2025-01-22 03:47:00,3333.7,3333.71,3332.83,3333.71,0.23408536
2025-01-22 03:48:00,3332.84,3332.84,3332.82,3332.83,0.34093354
2025-01-22 03:49:00,3332.82,3332.84,3332.82,3332.84,16.56250735
2025-01-22 03:50:00,3332.85,3334.99,3332.85,3334.99,1.30977807
2025-01-22 03:51:00,3334.98,3334.99,3333.47,3333.47,3.14273307
2025-01-22 03:52:00,3334.79,3334.8,3333.56,3333.56,33.58565203
2025-01-22 03:53:00,3333.56,3333.56,3333.56,3333.56,0.0
2025-01-22 03:54:00,3329.3,3329.3,3329.12,3329.12,2.19784759
2025-01-22 03:55:00,3328.33,3328.34,3328.33,3328.34,0.72832291
2025-01-22 03:56:00,3328.34,3328.6,3328.34,3328.34,2.06563941
2025-01-22 03:57:00,3328.61,3328.61,3328.6,3328.6,2.12399367
2025-01-22 03:58:00,3328.61,3329.99,3328.61,3329.99,5.70982604
2025-01-22 03:59:00,3330.0,3330.33,3330.0,3330.33,2.63295547
2025-01-22 04:00:00,3330.33,3330.38,3330.33,3330.38,2.38302724
2025-01-22 04:01:00,3330.39,3330.39,3330.39,3330.39,0.002
2025-01-22 04:02:00,3330.39,3330.39,3330.39,3330.39,0.41805603
2025-01-22 04:03:00,3330.39,3330.39,3330.3,3330.3,0.35754303
2025-01-22 04:04:00,3330.39,3330.45,3330.39,3330.45,12.20809077
2025-01-22 04:05:00,3330.43,3330.45,3330.43,3330.45,0.33637954
2025-01-22 04:06:00,3330.45,3330.45,3330.45,3330.45,0.0413847
