timestamp,open,high,low,close,volume
2025-01-01 15:19:00,93837.93,93921.14,93837.93,93921.14,0.02397
2025-01-01 15:20:00,93959.03,93959.03,93959.03,93959.03,0.03028
2025-01-01 15:21:00,93944.95,93944.95,93944.95,93944.95,0.01074
2025-01-01 15:22:00,93944.95,93944.95,93944.95,93944.95,0.0
2025-01-01 15:23:00,93944.95,93944.95,93944.95,93944.95,0.0
2025-01-01 15:24:00,94015.82,94020.88,94009.72,94009.72,0.01186
2025-01-01 15:25:00,94009.14,94009.14,94009.14,94009.14,0.005
2025-01-01 15:26:00,94009.14,94009.14,93984.3,93987.49,0.0137
2025-01-01 15:27:00,93984.4,93984.4,93984.29,93984.29,0.00035
2025-01-01 15:28:00,93940.91,93940.91,93940.91,93940.91,9e-05
2025-01-01 15:29:00,93940.91,93940.91,93940.91,93940.91,0.0
2025-01-01 15:30:00,93940.9,93940.9,93922.25,93922.25,0.01076
2025-01-01 15:31:00,93922.25,93922.25,93922.25,93922.25,0.0
2025-01-01 15:32:00,93986.12,93993.99,93971.55,93971.55,0.00028
2025-01-01 15:33:00,93957.8,93957.8,93932.9,93932.9,0.00022
2025-01-01 15:34:00,93946.47,93946.47,93946.47,93946.47,0.00011
2025-01-01 15:35:00,93917.55,93917.55,93917.55,93917.55,0.00011
2025-01-01 15:36:00,93895.1,93895.1,93895.1,93895.1,0.00023
2025-01-01 15:37:00,93895.1,93895.1,93895.1,93895.1,0.0
2025-01-01 15:38:00,93895.1,93895.1,93895.1,93895.1,0.0
2025-01-01 15:39:00,93895.1,93895.1,93895.1,93895.1,0.0
2025-01-01 15:40:00,93895.1,93895.1,93895.1,93895.1,0.0
2025-01-01 15:41:00,93966.44,93966.44,93966.44,93966.44,0.00011
2025-01-01 15:42:00,93939.91,93969.73,93939.91,93969.73,0.0002
2025-01-01 15:43:00,93990.33,94033.41,93990.33,94033.41,0.22025
2025-01-01 15:44:00,94026.92,94026.92,94026.92,94026.92,0.01
2025-01-01 15:45:00,94054.22,94059.69,94054.22,94059.69,0.00283
2025-01-01 15:46:00,94073.98,94142.78,94073.98,94142.78,0.04713
2025-01-01 15:47:00,94113.2,94196.04,94113.2,94174.08,0.06251
2025-01-01 15:48:00,94159.17,94195.74,94159.17,94195.74,0.01075
2025-01-01 15:49:00,94171.51,94171.51,94140.54,94140.54,0.01128
2025-01-01 15:50:00,94123.98,94123.98,94093.28,94112.39,0.00042
2025-01-01 15:51:00,94094.32,94132.91,94094.32,94124.69,0.01587
2025-01-01 15:52:00,94124.69,94124.69,94124.69,94124.69,0.0
2025-01-01 15:53:00,94130.17,94130.18,94127.18,94130.18,0.00066
2025-01-01 15:54:00,94140.54,94162.4,94140.54,94162.4,0.00032
2025-01-01 15:55:00,94143.51,94143.51,94123.38,94123.38,0.0005
2025-01-01 15:56:00,94123.38,94123.38,94123.38,94123.38,0.0
2025-01-01 15:57:00,94121.41,94233.43,94121.41,94229.9,0.02376
2025-01-01 15:58:00,94229.91,94290.25,94229.91,94240.43,0.07376
2025-01-01 15:59:00,94238.33,94238.33,94195.91,94232.3,0.00175
2025-01-01 16:00:00,94245.03,94318.53,94230.83,94282.34,0.12051
2025-01-01 16:01:00,94258.7,94258.7,94177.53,94177.53,0.0558
2025-01-01 16:02:00,94170.37,94199.15,94151.08,94194.62,0.07959
2025-01-01 16:03:00,94189.76,94189.76,94111.6,94130.1,0.0024
2025-01-01 16:04:00,94127.91,94127.92,94121.31,94127.92,0.00149
2025-01-01 16:05:00,94139.87,94183.46,94139.87,94183.46,0.01814
2025-01-01 16:06:00,94172.49,94172.49,94151.02,94151.02,0.0006
2025-01-01 16:07:00,94157.08,94214.97,94157.08,94214.97,0.00047
2025-01-01 16:08:00,94224.6,94224.6,94184.34,94195.67,0.04932
2025-01-01 16:09:00,94194.55,94228.47,94194.55,94228.47,0.00033
2025-01-01 16:10:00,94228.47,94228.47,94228.47,94228.47,0.0
2025-01-01 16:11:00,94188.81,94188.81,94148.82,94148.82,0.00245
2025-01-01 16:12:00,94145.55,94145.55,94091.52,94091.52,0.00147
2025-01-01 16:13:00,94107.89,94107.89,94101.55,94101.55,0.00039
2025-01-01 16:14:00,94074.42,94074.42,94074.42,94074.42,0.00011
2025-01-01 16:15:00,94065.2,94065.2,93994.49,94000.34,0.02692
2025-01-01 16:16:00,94015.25,94015.25,93989.95,93989.95,0.0003
2025-01-01 16:17:00,93995.57,94004.23,93989.12,93989.12,0.04587
