timestamp,open,high,low,close,volume
2025-01-04 16:47:00,3618.9,3619.7,3617.9,3618.79,74.6905
2025-01-04 16:48:00,3618.79,3621.4,3618.79,3621.39,260.2467
2025-01-04 16:49:00,3621.4,3621.71,3620.81,3620.93,59.2237
2025-01-04 16:50:00,3620.92,3622.0,3620.5,3622.0,154.3878
2025-01-04 16:51:00,3622.0,3622.6,3620.99,3621.21,80.0531
2025-01-04 16:52:00,3621.2,3623.0,3620.99,3622.99,366.2048
2025-01-04 16:53:00,3622.99,3623.5,3622.99,3623.5,159.8192
2025-01-04 16:54:00,3623.5,3625.6,3623.49,3625.13,128.5496
2025-01-04 16:55:00,3625.14,3625.97,3623.81,3624.11,544.4378
2025-01-04 16:56:00,3624.11,3624.6,3621.99,3622.95,61.7189
2025-01-04 16:57:00,3622.96,3623.8,3622.2,3622.21,54.592
2025-01-04 16:58:00,3622.2,3622.35,3621.91,3622.01,34.0202
2025-01-04 16:59:00,3622.02,3622.21,3622.01,3622.09,123.2051
2025-01-04 17:00:00,3622.09,3624.0,3621.07,3623.94,81.5018
2025-01-04 17:01:00,3623.93,3623.93,3620.14,3620.15,182.9833
2025-01-04 17:02:00,3620.14,3620.58,3620.01,3620.57,72.096
2025-01-04 17:03:00,3620.57,3622.72,3620.57,3622.71,83.3706
2025-01-04 17:04:00,3622.72,3627.2,3622.72,3625.65,165.1126
2025-01-04 17:05:00,3625.65,3627.74,3623.71,3627.74,179.4572
2025-01-04 17:06:00,3627.74,3632.2,3627.53,3631.81,378.2358
2025-01-04 17:07:00,3631.81,3632.18,3629.12,3631.81,157.9611
2025-01-04 17:08:00,3631.81,3631.81,3630.25,3630.96,122.608
2025-01-04 17:09:00,3630.96,3630.96,3627.01,3627.01,104.7809
2025-01-04 17:10:00,3627.0,3627.0,3623.97,3625.85,186.4289
2025-01-04 17:11:00,3625.85,3626.15,3623.59,3624.02,75.1766
2025-01-04 17:12:00,3624.03,3628.5,3624.03,3627.95,89.4564
2025-01-04 17:13:00,3627.96,3627.96,3625.33,3626.18,100.2652
2025-01-04 17:14:00,3626.18,3627.88,3625.37,3627.88,91.375
2025-01-04 17:15:00,3627.9,3628.88,3626.73,3626.74,182.1636
2025-01-04 17:16:00,3626.73,3628.75,3625.38,3628.6,160.8488
2025-01-04 17:17:00,3628.55,3629.8,3628.55,3628.75,94.7461
2025-01-04 17:18:00,3628.76,3630.0,3628.75,3629.42,214.4649
2025-01-04 17:19:00,3629.43,3631.17,3629.43,3629.44,191.527
2025-01-04 17:20:00,3629.44,3629.44,3627.1,3629.38,89.6137
2025-01-04 17:21:00,3629.37,3629.37,3625.38,3626.61,83.4595
2025-01-04 17:22:00,3626.57,3626.98,3625.76,3625.94,55.3794
2025-01-04 17:23:00,3625.93,3627.91,3625.93,3627.53,144.1791
2025-01-04 17:24:00,3627.53,3628.91,3627.52,3628.91,36.1545
2025-01-04 17:25:00,3628.91,3628.91,3626.0,3626.1,58.0136
2025-01-04 17:26:00,3626.1,3627.33,3626.09,3627.08,28.3495
2025-01-04 17:27:00,3627.08,3628.32,3626.1,3626.11,78.0397
2025-01-04 17:28:00,3626.11,3626.47,3625.85,3625.85,98.8301
2025-01-04 17:29:00,3625.85,3625.86,3622.82,3623.21,125.3065
2025-01-04 17:30:00,3623.2,3624.44,3621.62,3622.61,225.4427
2025-01-04 17:31:00,3622.61,3624.73,3620.78,3624.34,277.2689
2025-01-04 17:32:00,3624.35,3625.28,3623.72,3625.21,92.8116
2025-01-04 17:33:00,3625.07,3628.35,3624.73,3627.78,89.9955
2025-01-04 17:34:00,3627.78,3630.62,3627.78,3630.38,482.7898
2025-01-04 17:35:00,3630.39,3630.5,3628.0,3629.33,91.9497
2025-01-04 17:36:00,3629.34,3630.0,3627.72,3628.86,135.7053
